rayon,year,capacity,rooms,nights,nights_domestic,nights_foreign,guests,guests_domestic,guests_foreign,revenue,expense,employees,economic_region,area_sqkm,hotel_density,revenue_per_capacity,revenue_per_guest,expense_per_guest,avg_stay,occupancy_proxy,emp_per_capacity,foreign_tourist_ratio,domestic_tourist_ratio,profit,profit_per_capacity,foreign_night_ratio
Dağlıq Şirvan iqtisadi rayonu,2020,1834.0,784.0,10418.0,9912.0,506.0,9505.0,9115.0,390.0,2579.1000000000004,2564.1,308.0,,,0.0,1.406270447110142,0.27134139926354556,0.2697632824829037,1.0960547080483956,0.015562958426076695,0.16793893129770993,0.041031036296685953,0.9589689637033141,15.000000000000455,0.0081788440567069,0.048569783067767325
Daşkəsən rayonu,2020,32.0,15.0,5.0,5.0,,5.0,5.0,,9.1,9.4,2.0,Ganja-Dashkasan,,0.0,0.284375,1.8199999999999998,1.8800000000000001,1.0,0.0004280821917808219,0.0625,0.0,1.0,-0.3000000000000007,-0.009375000000000022,0.0
Füzuli rayonu,2020,30.0,10.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goranboy rayonu,2020,123.0,59.0,234.0,234.0,,71.0,71.0,,13.0,3.0,5.0,Ganja-Dashkasan,1837.87389756,0.06692515746771167,0.10569105691056911,0.18309859154929578,0.04225352112676056,3.295774647887324,0.005212161710658202,0.04065040650406504,0.0,1.0,10.0,0.08130081300813008,0.0
Göygöl rayonu,2020,180.0,72.0,35.0,35.0,,30.0,30.0,,7.7,7.7,3.0,,,0.0,0.042777777777777776,0.25666666666666665,0.25666666666666665,1.1666666666666667,0.000532724505327245,0.016666666666666666,0.0,1.0,0.0,0.0,0.0
Göyçay rayonu,2020,167.0,73.0,5865.0,5791.0,74.0,1119.0,1081.0,38.0,67.8,66.2,17.0,Central Aran,,0.0,0.40598802395209577,0.06058981233243967,0.059159964253798034,5.241286863270777,0.09621852186038882,0.10179640718562874,0.03395889186773905,0.966041108132261,1.5999999999999943,0.009580838323353259,0.012617220801364024
Gədəbəy rayonu,2020,238.0,106.0,347.0,347.0,,264.0,264.0,,56.5,74.1,7.0,Ganja-Dashkasan,,0.0,0.23739495798319327,0.21401515151515152,0.28068181818181814,1.3143939393939394,0.003994474502129619,0.029411764705882353,0.0,1.0,-17.599999999999994,-0.07394957983193275,0.0
Gəncə  şəhəri,2020,1390.0,688.0,8457.0,6953.0,1504.0,6131.0,5595.0,536.0,712.5,743.7,189.0,,,0.0,0.512589928057554,0.11621268961017779,0.121301582123634,1.3793834610993312,0.01666896619690549,0.13597122302158274,0.08742456369270918,0.9125754363072908,-31.200000000000045,-0.02244604316546766,0.17784084190611327
Gəncə-Daşkəsən iqtisadi rayonu,2020,2342.0,1136.0,39511.0,22380.0,17131.0,15358.0,11666.0,3692.0,3633.9999999999995,8159.599999999999,646.0,,,0.0,1.5516652433817248,0.23661935147805702,0.53129313712723,2.5726657116812084,0.046220886024121756,0.27583262169086253,0.24039588488084385,0.7596041151191562,-4525.6,-1.9323654995730146,0.43357545999848146
Kürdəmir rayonu,2020,234.0,130.0,3812.0,3812.0,,2329.0,2329.0,,133.5,109.6,12.0,Central Aran,,0.0,0.5705128205128205,0.05732073851438386,0.047058823529411764,1.6367539716616573,0.044631776138625456,0.05128205128205128,0.0,1.0,23.900000000000006,0.10213675213675216,0.0
Lerik rayonu,2020,715.0,187.0,,,,,,,,,,Lankaran-Astara,1101.38591173,0.6491820826697474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lənkəran iqtisadi rayonu,2020,3658.0,1480.0,43052.0,42560.0,492.0,33946.0,33479.0,467.0,3350.2000000000003,8010.599999999999,556.0,,,0.0,0.9158556588299618,0.0986920402992989,0.23598067519000765,1.2682495728509986,0.03224458308679794,0.15199562602515035,0.013757143698815767,0.9862428563011842,-4660.4,-1.274029524330235,0.011428040509151723
Lənkəran rayonu,2020,1346.0,636.0,31810.0,31540.0,270.0,27555.0,27293.0,262.0,2790.4,7479.0,463.0,,,0.0,2.073105497771174,0.10126655779350391,0.2714207947740882,1.1544184358555616,0.06474790856724134,0.3439821693907875,0.00950825621484304,0.9904917437851569,-4688.6,-3.4833580980683507,0.008487896887771141
Masallı rayonu,2020,1148.0,453.0,7199.0,7195.0,4.0,3967.0,3964.0,3.0,302.8,355.4,62.0,Lankaran-Astara,,0.0,0.2637630662020906,0.07632972019158055,0.08958911015881017,1.8147214519788253,0.017180564173547803,0.05400696864111498,0.0007562389715149988,0.999243761028485,-52.599999999999966,-0.045818815331010426,0.0005556327267676066
Mil-Muğan iqtisadi rayonu,2020,295.0,156.0,7524.0,7519.0,5.0,3812.0,3807.0,5.0,108.0,89.4,17.0,,,0.0,0.36610169491525424,0.02833158447009444,0.023452256033578176,1.9737670514165793,0.06987694450893894,0.0576271186440678,0.0013116474291710388,0.998688352570829,18.599999999999994,0.0630508474576271,0.0006645401382243488
Mingəçevir şəhəri,2020,705.0,254.0,12330.0,9524.0,2806.0,6184.0,5950.0,234.0,828.3,1667.2,177.0,Central Aran,,0.0,1.1748936170212765,0.1339424320827943,0.2695989650711514,1.99385510996119,0.047916059457884,0.251063829787234,0.03783958602846054,0.9621604139715395,-838.9000000000001,-1.1899290780141845,0.2275750202757502
Mərkəzi Aran iqtisadi rayonu,2020,1334.0,577.0,22627.0,19747.0,2880.0,10187.0,9915.0,272.0,1049.6,1867.3999999999999,215.0,,,0.0,0.7868065967016491,0.10303327770688131,0.18331206439579856,2.2211642289192106,0.04647060031628022,0.16116941529235382,0.026700696966722292,0.9732993030332777,-817.8,-0.6130434782608696,0.12728156627038495
Naftalan  şəhəri,2020,617.0,302.0,30780.0,15153.0,15627.0,9121.0,5965.0,3156.0,2891.7,7395.8,447.0,,15.57198574,39.622435462106964,4.686709886547812,0.31703760552570986,0.8108540730183094,3.374629974783467,0.1366754734575165,0.7244732576985413,0.34601469137156016,0.6539853086284398,-4504.1,-7.300000000000001,0.5076998050682261
Nizami rayonu,2020,774.0,521.0,4206.0,2828.0,1378.0,2502.0,2050.0,452.0,275.1,253.9,125.0,Baku,,0.0,0.35542635658914734,0.10995203836930456,0.10147881694644285,1.6810551558752997,0.014887968567484337,0.16149870801033592,0.1806554756195044,0.8193445243804957,21.200000000000017,0.027390180878552994,0.3276271992391821
Nərimanov rayonu,2020,3342.0,1874.0,65156.0,49548.0,15608.0,23812.0,17234.0,6578.0,6015.4,6167.4,638.0,Baku,,0.0,1.7999401555954517,0.25262052746514363,0.2590038635981858,2.7362674281874684,0.05341400031151882,0.19090365050867744,0.27624727028389046,0.7237527297161095,-152.0,-0.045481747456612806,0.23954816133587084
Nəsimi rayonu,2020,5205.0,2819.0,195130.0,81819.0,113311.0,154693.0,74262.0,80431.0,23270.2,29212.7,1109.0,Baku,,0.0,4.470739673390971,0.15042826760099035,0.18884306335774728,1.2614016148112714,0.10270946008184964,0.21306436119116234,0.5199394930604487,0.4800605069395512,-5942.5,-1.1416906820365034,0.580694921334495
Oğuz rayonu,2020,138.0,62.0,1085.0,1085.0,,1067.0,1067.0,,94.8,92.2,18.0,Sheki-Zagatala,,0.0,0.6869565217391305,0.08884723523898781,0.08641049671977508,1.0168697282099344,0.021540599563232083,0.13043478260869565,0.0,1.0,2.5999999999999943,0.018840579710144887,0.0
Qarabağ iqtisadi rayonu,2020,288.0,132.0,4539.0,4539.0,,4175.0,4175.0,,247.2,122.30000000000001,25.0,,,0.0,0.8583333333333333,0.05920958083832335,0.029293413173652697,1.087185628742515,0.043179223744292235,0.08680555555555555,0.0,1.0,124.89999999999998,0.43368055555555546,0.0
Qaradağ rayonu,2020,90.0,129.0,1371.0,1227.0,144.0,224.0,182.0,42.0,79.5,68.6,18.0,Baku,,0.0,0.8833333333333333,0.3549107142857143,0.30624999999999997,6.120535714285714,0.0417351598173516,0.2,0.1875,0.8125,10.900000000000006,0.12111111111111117,0.1050328227571116
Qax rayonu,2020,746.0,292.0,8844.0,8638.0,206.0,5509.0,5432.0,77.0,406.3,324.8,42.0,Sheki-Zagatala,,0.0,0.5446380697050939,0.07375204211290616,0.05895806861499365,1.605373025957524,0.03248007638914393,0.05630026809651475,0.01397712833545108,0.9860228716645489,81.5,0.10924932975871314,0.023292627770239712
Qazax rayonu,2020,212.0,100.0,225.0,220.0,5.0,185.0,181.0,4.0,11.9,56.0,15.0,Gazakh-Tovuz,,0.0,0.056132075471698115,0.06432432432432432,0.3027027027027027,1.2162162162162162,0.0029077280951150166,0.07075471698113207,0.021621621621621623,0.9783783783783784,-44.1,-0.2080188679245283,0.022222222222222223
Qazax-Tovuz iqtisadi rayonu,2020,1050.0,491.0,8780.0,8634.0,146.0,7765.0,7702.0,63.0,640.6999999999999,787.0999999999999,157.0,,1818.350328,0.577446482029067,0.6101904761904762,0.08251126851255633,0.10136509980682548,1.1307147456535738,0.022909328114807566,0.14952380952380953,0.008113329040566645,0.9918866709594334,-146.39999999999998,-0.1394285714285714,0.01662870159453303
Quba rayonu,2020,1778.0,750.0,41463.0,32882.0,8581.0,26232.0,22052.0,4180.0,3496.5,5376.3,415.0,Guba-Khachmaz,,0.0,1.9665354330708662,0.13329139981701738,0.20495196706312901,1.580626715462031,0.0638904725950352,0.23340832395950506,0.15934736200060995,0.84065263799939,-1879.8000000000002,-1.0572553430821148,0.2069555989677544
Quba-Xaçmaz iqtisadi rayonu,2020,10991.0,4363.0,124814.0,89638.0,35176.0,84067.0,61616.0,22451.0,14846.500000000002,30786.1,1294.0,,,0.0,1.3507870075516333,0.17660318555437926,0.36620909512650623,1.4846967299891753,0.031112379618193218,0.11773269038304067,0.267060796745453,0.732939203254547,-15939.599999999997,-1.4502411063597487,0.2818273591103562
Qusar rayonu,2020,2289.0,991.0,54651.0,29143.0,25508.0,35892.0,18559.0,17333.0,8869.7,17032.1,520.0,Guba-Khachmaz,,0.0,3.874923547400612,0.24712192131951413,0.47453750139306805,1.522651287194918,0.06541230542738649,0.22717343818261249,0.4829209851777555,0.5170790148222445,-8162.399999999998,-3.565923984272607,0.4667435179594152
Qəbələ rayonu,2020,2632.0,1127.0,96743.0,76860.0,19883.0,58116.0,48780.0,9336.0,9752.4,16764.8,1022.0,,,0.0,3.70531914893617,0.16780920916787115,0.2884713331956776,1.664653451717255,0.10070262730565849,0.3882978723404255,0.16064422878381168,0.8393557712161883,-7012.4,-2.664285714285714,0.20552391387490568
Saatlı rayonu,2020,27.0,16.0,175.0,175.0,,88.0,88.0,,7.0,6.4,2.0,Mil-Mughan,,0.0,0.25925925925925924,0.07954545454545454,0.07272727272727274,1.9886363636363635,0.017757483510908167,0.07407407407407407,0.0,1.0,0.5999999999999996,0.02222222222222221,0.0
Sabirabad rayonu,2020,82.0,40.0,2192.0,2192.0,,1414.0,1414.0,,39.2,29.1,7.0,Mil-Mughan,1466.33041279,0.05592191179065697,0.4780487804878049,0.027722772277227723,0.02057991513437058,1.5502121640735502,0.07323755429335116,0.08536585365853659,0.0,1.0,10.100000000000001,0.12317073170731709,0.0
Sabunçu rayonu,2020,563.0,329.0,21286.0,13106.0,8180.0,12487.0,6637.0,5850.0,2085.4,2325.0,79.0,Baku,,0.0,3.7040852575488454,0.16700568591334988,0.18619364138704253,1.7046528389525106,0.10358402880848683,0.14031971580817051,0.4684872267157844,0.5315127732842155,-239.5999999999999,-0.42557726465364104,0.38429014375645965
Salyan rayonu,2020,142.0,88.0,1555.0,1353.0,202.0,634.0,564.0,70.0,49.6,48.6,7.0,,1916.78295505,0.07408246177580177,0.34929577464788736,0.07823343848580441,0.07665615141955837,2.452681388012618,0.030001929384526334,0.04929577464788732,0.11041009463722397,0.889589905362776,1.0,0.007042253521126761,0.12990353697749196
Sumqayıt şəhəri,2020,487.0,256.0,2845.0,2643.0,202.0,2594.0,2511.0,83.0,651.5,516.2,113.0,Absheron,,0.0,1.337782340862423,0.25115651503469544,0.19899768696993062,1.0967617579028528,0.016005175663131838,0.23203285420944558,0.03199691595990748,0.9680030840400925,135.29999999999995,0.2778234086242299,0.0710017574692443
Suraxanı rayonu,2020,33.0,18.0,,,,,,,,,,Baku,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Səbail rayonu,2020,6298.0,3121.0,197322.0,79848.0,117474.0,150714.0,68034.0,82680.0,31173.0,41612.9,2162.0,Baku,,0.0,4.949666560812957,0.2068354631951909,0.27610507318497285,1.3092479796170229,0.0858380786246558,0.34328358208955223,0.5485887177037302,0.45141128229626976,-10439.900000000001,-1.657653223245475,0.5953416243500471
Tovuz rayonu,2020,266.0,133.0,1783.0,1783.0,,1316.0,1316.0,,100.3,165.2,69.0,Gazakh-Tovuz,1818.350328,0.1462864421140303,0.37706766917293233,0.07621580547112462,0.125531914893617,1.3548632218844985,0.01836440416108765,0.2593984962406015,0.0,1.0,-64.89999999999999,-0.243984962406015,0.0
Tərtər rayonu,2020,30.0,15.0,451.0,451.0,,451.0,451.0,,17.5,20.0,6.0,Karabakh,,0.0,0.5833333333333334,0.038802660753880266,0.04434589800443459,1.0,0.04118721461187214,0.2,0.0,1.0,-2.5,-0.08333333333333333,0.0
Xaçmaz rayonu,2020,6495.0,2405.0,9448.0,9194.0,254.0,4303.0,4198.0,105.0,488.7,1519.4,122.0,Guba-Khachmaz,,0.0,0.07524249422632795,0.11357192656286312,0.3531024866372299,2.1956774343481293,0.003985362818606515,0.01878367975365666,0.024401580292818963,0.9755984197071811,-1030.7,-0.15869130100076984,0.026883996613039796
Xızı rayonu,2020,148.0,53.0,905.0,901.0,4.0,481.0,479.0,2.0,103.3,140.2,24.0,Absheron,,0.0,0.697972972972973,0.21476091476091475,0.29147609147609144,1.8814968814968815,0.0167530544242873,0.16216216216216217,0.004158004158004158,0.9958419958419958,-36.89999999999999,-0.24932432432432428,0.004419889502762431
Xətai rayonu,2020,1047.0,590.0,5998.0,1827.0,4171.0,3101.0,1242.0,1859.0,464.0,906.2,188.0,Baku,,0.0,0.44317096466093603,0.14962915188648823,0.29222831344727507,1.9342147694292164,0.015695202208527954,0.17956064947468958,0.599484037407288,0.40051596259271205,-442.20000000000005,-0.4223495702005731,0.6953984661553851
Xəzər rayonu,2020,802.0,475.0,44657.0,11387.0,33270.0,32238.0,3190.0,29048.0,4980.8,4243.3,313.0,Baku,,0.0,6.210473815461347,0.15450089955952603,0.13162417023388548,1.3852286121967865,0.15255354763775492,0.39027431421446385,0.9010484521372294,0.09895154786277065,737.5,0.919576059850374,0.7450119802046712
Yardımlı rayonu,2020,30.0,21.0,,,,,,,,,,Lankaran-Astara,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yasamal rayonu,2020,2110.0,1233.0,39211.0,9446.0,29765.0,15958.0,3298.0,12660.0,7081.9,13201.1,902.0,Baku,,0.0,3.3563507109004735,0.4437836821656849,0.8272402556711368,2.4571374859004886,0.05091345841719146,0.42748815165876775,0.7933324978067428,0.2066675021932573,-6119.200000000001,-2.9000947867298583,0.7590982122363622
Yevlax rayonu,2020,173.0,87.0,,,,,,,,,,Central Aran,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zaqatala rayonu,2020,395.0,178.0,6663.0,6560.0,103.0,5593.0,5492.0,101.0,253.8,271.1,43.0,Sheki-Zagatala,,0.0,0.6425316455696203,0.04537815126050421,0.04847130341498302,1.1913105667799035,0.04621466967227328,0.10886075949367088,0.018058287144645094,0.9819417128553549,-17.30000000000001,-0.04379746835443041,0.015458502176196908
Zərdab rayonu,2020,20.0,11.0,111.0,111.0,,46.0,46.0,,5.2,8.8,4.0,Central Aran,,0.0,0.26,0.11304347826086956,0.19130434782608696,2.4130434782608696,0.015205479452054794,0.2,0.0,1.0,-3.6000000000000005,-0.18000000000000002,0.0
İmişli rayonu,2020,53.0,22.0,384.0,384.0,,372.0,372.0,,5.4,9.6,4.0,Mil-Mughan,,0.0,0.1018867924528302,0.014516129032258065,0.025806451612903226,1.032258064516129,0.019850090462651848,0.07547169811320754,0.0,1.0,-4.199999999999999,-0.0792452830188679,0.0
İsmayıllı rayonu,2020,912.0,373.0,842.0,646.0,196.0,633.0,548.0,85.0,211.5,169.4,26.0,Mountainous Shirvan,,0.0,0.23190789473684212,0.3341232227488152,0.26761453396524487,1.330173775671406,0.002529440038452295,0.02850877192982456,0.13428120063191154,0.8657187993680885,42.099999999999994,0.04616228070175438,0.2327790973871734
Şabran rayonu,2020,429.0,217.0,19252.0,18419.0,833.0,17640.0,16807.0,833.0,1991.6,6858.3,237.0,Guba-Khachmaz,,0.0,4.642424242424243,0.11290249433106575,0.38879251700680273,1.0913832199546485,0.12294919692179966,0.5524475524475524,0.04722222222222222,0.9527777777777777,-4866.700000000001,-11.344289044289045,0.0432682318720133
Şamaxı rayonu,2020,841.0,366.0,8560.0,8250.0,310.0,8364.0,8059.0,305.0,2347.3,2376.6,278.0,Mountainous Shirvan,,0.0,2.7910820451843046,0.28064323290291726,0.2841463414634146,1.0234337637494022,0.02788591533236688,0.33055885850178357,0.036465805834528936,0.963534194165471,-29.299999999999727,-0.03483947681331716,0.036214953271028034
Şirvan şəhəri,2020,195.0,106.0,4075.0,4075.0,,3851.0,3851.0,,152.0,198.9,37.0,,,0.0,0.7794871794871795,0.039470267462996624,0.051648922357829134,1.0581667099454688,0.057253249034070954,0.18974358974358974,0.0,1.0,-46.900000000000006,-0.24051282051282055,0.0
Şirvan-Salyan iqtisadi rayonu,2020,439.0,239.0,9151.0,8875.0,276.0,6601.0,6470.0,131.0,287.0,324.90000000000003,52.0,,1916.78295505,0.22902958253223224,0.6537585421412301,0.043478260869565216,0.04921981517951826,1.3863051052870776,0.057109869878615785,0.11845102505694761,0.019845477957885167,0.9801545220421148,-37.900000000000034,-0.08633257403189074,0.030160638181619494
Şəki rayonu,2020,582.0,283.0,4122.0,3820.0,302.0,3324.0,3058.0,266.0,662.6,714.0,150.0,,,0.0,1.138487972508591,0.199338146811071,0.2148014440433213,1.240072202166065,0.019404038977545543,0.25773195876288657,0.08002406738868832,0.9199759326113117,-51.39999999999998,-0.0883161512027491,0.0732654051431344
Şəki-Zaqatala iqtisadi rayonu,2020,4701.0,2037.0,118540.0,97983.0,20557.0,74364.0,64534.0,9830.0,11379.999999999998,18372.8,1298.0,,,0.0,2.420761540097851,0.15303103652304875,0.2470657845193911,1.594050884836749,0.06908468906353356,0.2761114656456073,0.1321876176644613,0.8678123823355387,-6992.800000000001,-1.487513295043608,0.1734182554412013
Şəmkir rayonu,2020,151.0,75.0,3953.0,3920.0,33.0,3900.0,3872.0,28.0,414.5,436.3,53.0,Gazakh-Tovuz,,0.0,2.7450331125827816,0.10628205128205129,0.11187179487179487,1.0135897435897436,0.07172276149868456,0.3509933774834437,0.0071794871794871795,0.9928205128205129,-21.80000000000001,-0.1443708609271524,0.008348090058183658
Abşeron iqtisadi rayonu,2021,1087.0,610.0,9775.0,9225.0,550.0,9109.0,8863.0,246.0,1871.6000000000001,1629.5,314.0,,,0.0,1.721803127874885,0.20546712043034362,0.17888901086837194,1.07311450214074,0.02463737066955678,0.2888684452621895,0.027006257547480515,0.9729937424525195,242.10000000000014,0.22272309107635707,0.056265984654731455
Abşeron rayonu,2021,452.0,301.0,2445.0,1927.0,518.0,2157.0,1916.0,241.0,145.9,145.7,29.0,Absheron,,0.0,0.32278761061946903,0.06764024107556792,0.0675475197032916,1.133518776077886,0.014819978179173233,0.06415929203539823,0.11172925359295317,0.8882707464070468,0.20000000000001705,0.0004424778761062324,0.2118609406952965
Astara rayonu,2021,411.0,162.0,10607.0,10520.0,87.0,5565.0,5488.0,77.0,601.7,391.6,19.0,Lankaran-Astara,461.5057835,0.8905630540164184,1.4639902676399028,0.10812219227313567,0.07036837376460019,1.9060197663971248,0.07070626270706262,0.046228710462287104,0.013836477987421384,0.9861635220125786,210.10000000000002,0.5111922141119222,0.00820213066842651
Ağcabədi rayonu,2021,112.0,56.0,5804.0,5804.0,,5804.0,5804.0,,240.1,78.0,12.0,Karabakh,,0.0,2.14375,0.04136802205375603,0.013439007580978636,1.0,0.1419765166340509,0.10714285714285714,0.0,1.0,162.1,1.4473214285714284,0.0
Ağdaş rayonu,2021,35.0,22.0,567.0,567.0,,520.0,520.0,,17.0,15.4,4.0,Central Aran,,0.0,0.4857142857142857,0.032692307692307694,0.029615384615384616,1.0903846153846153,0.04438356164383562,0.11428571428571428,0.0,1.0,1.5999999999999996,0.04571428571428571,0.0
Ağstafa rayonu,2021,183.0,77.0,3035.0,3023.0,12.0,2323.0,2316.0,7.0,51.4,58.6,12.0,Gazakh-Tovuz,,0.0,0.2808743169398907,0.02212656048213517,0.025226000860955663,1.3065002152389151,0.0454375327494573,0.06557377049180328,0.003013344812742144,0.9969866551872578,-7.200000000000003,-0.039344262295081985,0.003953871499176277
Ağsu rayonu,2021,81.0,45.0,1108.0,1108.0,,554.0,554.0,,22.2,20.3,4.0,Mountainous Shirvan,,0.0,0.2740740740740741,0.04007220216606498,0.03664259927797834,2.0,0.03747674615254524,0.04938271604938271,0.0,1.0,1.8999999999999986,0.023456790123456774,0.0
Bakı şəhəri,2021,21885.0,11985.0,870503.0,534628.0,335875.0,639978.0,412264.0,227714.0,128542.7,129244.2,5281.0,,,0.0,5.873552661640393,0.20085487313626404,0.20195100456578194,1.3602076946395032,0.10897599844767636,0.24130683116289697,0.35581535615286775,0.6441846438471323,-701.5,-0.032053918208818824,0.3858401407002618
Balakən rayonu,2021,208.0,95.0,878.0,862.0,16.0,781.0,768.0,13.0,144.5,212.9,62.0,Sheki-Zagatala,,0.0,0.6947115384615384,0.1850192061459667,0.27259923175416134,1.1241997439180538,0.011564805057955744,0.2980769230769231,0.016645326504481434,0.9833546734955185,-68.4,-0.3288461538461539,0.018223234624145785
Beyləqan rayonu,2021,133.0,78.0,5377.0,5308.0,69.0,1866.0,1822.0,44.0,62.3,52.8,3.0,Mil-Mughan,,0.0,0.4684210526315789,0.033386923901393355,0.028295819935691316,2.8815648445873525,0.11076320939334638,0.022556390977443608,0.023579849946409433,0.9764201500535906,9.5,0.07142857142857142,0.012832434442997954
Biləsuvar rayonu,2021,102.0,45.0,1823.0,1803.0,20.0,1355.0,1340.0,15.0,41.7,42.2,8.0,,,0.0,0.40882352941176475,0.03077490774907749,0.031143911439114394,1.3453874538745387,0.04896588772495299,0.0784313725490196,0.01107011070110701,0.988929889298893,-0.5,-0.004901960784313725,0.010970927043335162
Binəqədi rayonu,2021,979.0,468.0,9300.0,6607.0,2693.0,2733.0,1242.0,1491.0,476.8,575.9,92.0,Baku,,0.0,0.48702757916241063,0.17446030003658983,0.2107208196121478,3.402854006586169,0.026025998013068968,0.09397344228804903,0.5455543358946213,0.4544456641053787,-99.09999999999997,-0.10122574055158322,0.28956989247311826
Bərdə rayonu,2021,116.0,51.0,5564.0,5564.0,,5267.0,5267.0,,149.1,102.4,7.0,Karabakh,,0.0,1.285344827586207,0.028308334915511674,0.019441807480539208,1.0563888361496108,0.13141237600377892,0.0603448275862069,0.0,1.0,46.69999999999999,0.4025862068965516,0.0
Cəlilabad rayonu,2021,126.0,67.0,2482.0,2482.0,,1638.0,1638.0,,74.0,55.3,10.0,Lankaran-Astara,,0.0,0.5873015873015873,0.045177045177045176,0.03376068376068376,1.5152625152625152,0.05396825396825397,0.07936507936507936,0.0,1.0,18.700000000000003,0.14841269841269844,0.0
Dağlıq Şirvan iqtisadi rayonu,2021,2234.0,967.0,34951.0,32807.0,2144.0,31950.0,30427.0,1523.0,6244.5,4634.099999999999,376.0,,,0.0,2.7952103849597134,0.19544600938967135,0.14504225352112673,1.0939280125195618,0.04286309954501417,0.1683079677708147,0.04766823161189358,0.9523317683881064,1610.4000000000005,0.7208594449418086,0.06134302308946811
Daşkəsən rayonu,2021,32.0,15.0,,,,,,,4.9,6.5,2.0,Ganja-Dashkasan,,0.0,0.153125,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,-1.5999999999999996,-0.04999999999999999,0.0
Füzuli rayonu,2021,30.0,10.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goranboy rayonu,2021,123.0,59.0,1183.0,1183.0,,363.0,363.0,,49.7,16.3,8.0,Ganja-Dashkasan,1837.87389756,0.06692515746771167,0.40406504065040655,0.1369146005509642,0.044903581267217635,3.2589531680440773,0.026350373092772023,0.06504065040650407,0.0,1.0,33.400000000000006,0.2715447154471545,0.0
Göygöl rayonu,2021,180.0,72.0,815.0,815.0,,640.0,640.0,,200.4,139.4,9.0,,,0.0,1.1133333333333333,0.313125,0.21781250000000002,1.2734375,0.012404870624048707,0.05,0.0,1.0,61.0,0.3388888888888889,0.0
Göyçay rayonu,2021,259.0,154.0,7966.0,7697.0,269.0,1488.0,1400.0,88.0,121.1,113.2,40.0,Central Aran,,0.0,0.46756756756756757,0.08138440860215053,0.0760752688172043,5.353494623655914,0.08426508700481303,0.15444015444015444,0.05913978494623656,0.9408602150537635,7.8999999999999915,0.03050193050193047,0.033768516193823754
Gədəbəy rayonu,2021,238.0,106.0,1036.0,1036.0,,799.0,799.0,,167.5,169.7,23.0,Ganja-Dashkasan,,0.0,0.7037815126050421,0.20963704630788485,0.21239048811013767,1.2966207759699624,0.011925866236905721,0.09663865546218488,0.0,1.0,-2.1999999999999886,-0.009243697478991548,0.0
Gəncə  şəhəri,2021,1862.0,949.0,14243.0,13509.0,734.0,13352.0,12674.0,678.0,1029.5,1880.3,160.0,,,0.0,0.5529001074113856,0.0771045536249251,0.14082534451767525,1.0667315757938887,0.020956991304091933,0.08592910848549946,0.05077890952666267,0.9492210904733374,-850.8,-0.45692803437164337,0.05153408691989047
Gəncə-Daşkəsən iqtisadi rayonu,2021,2814.0,1397.0,64113.0,55597.0,8516.0,32961.0,28899.0,4062.0,6430.299999999999,12414.099999999999,572.0,,,0.0,2.285110163468372,0.19508813446193984,0.3766299566153939,1.9451169564030217,0.06242077284808833,0.20326936744847193,0.12323655228906889,0.8767634477109311,-5983.799999999999,-2.1264392324093815,0.1328279756055714
Kürdəmir rayonu,2021,234.0,130.0,4008.0,4008.0,,3038.0,3038.0,,184.6,147.0,13.0,Central Aran,,0.0,0.7888888888888889,0.060763660302830806,0.04838709677419355,1.3192890059249507,0.046926589392342816,0.05555555555555555,0.0,1.0,37.599999999999994,0.16068376068376067,0.0
Lerik rayonu,2021,715.0,187.0,4889.0,4889.0,,1639.0,1639.0,,285.9,67.9,39.0,Lankaran-Astara,1101.38591173,0.6491820826697474,0.39986013986013985,0.17443563148261135,0.041427699816961566,2.9829164124466137,0.018733595171951337,0.05454545454545454,0.0,1.0,217.99999999999997,0.30489510489510485,0.0
Lənkəran iqtisadi rayonu,2021,3859.0,1554.0,111928.0,110865.0,1063.0,73369.0,72481.0,888.0,10045.6,18407.0,623.0,,,0.0,2.603161440787769,0.13691886218975316,0.2508825253172321,1.5255489375621856,0.07946412407217428,0.16144078776885204,0.012103204350611293,0.9878967956493887,-8361.4,-2.1667271313811867,0.009497176756486312
Lənkəran rayonu,2021,1429.0,664.0,74430.0,73454.0,976.0,49949.0,49138.0,811.0,7800.3,17169.4,399.0,,,0.0,5.458572428271519,0.15616528859436626,0.34373861338565337,1.4901199223207673,0.14269965585666766,0.27921623512946114,0.016236561292518367,0.9837634387074816,-9369.100000000002,-6.556403079076278,0.013112992073088808
Masallı rayonu,2021,1148.0,453.0,19520.0,19520.0,,14578.0,14578.0,,1283.7,722.8,156.0,Lankaran-Astara,,0.0,1.118205574912892,0.08805734668678832,0.04958156125668816,1.3390039785978873,0.046584888549472576,0.13588850174216027,0.0,1.0,560.9000000000001,0.4885888501742161,0.0
